Unnamed: 0,question,answer,파일명,result,source,Contain,bert_f1,f1_score,cosine_similarity
46,보험사의 내부통제 강화를 위해 추진된 주요 방안은 무엇입니까?,"상품위원회의 운영 강화, 계리법인 외부검증 절차 개선, 합리적 보장한도 심의 기준 마련 등이 포함됩니다. 이를 통해 보험상품 개발 및 판매의 모든 과정을 총괄하도록 합니다.",241002 보험산업의 건전경쟁을 확립하고 내부통제를 강화해 나가겠습니다.pdf,"보험사의 내부통제 강화를 위해 추진된 주요 방안은 금융사고 예방지침 마련, 보험사기 예방 내부통제 규율 명시화, 이상거래 상시감시 시스템 구축, 소비자 제출 서류의 위·변조 여부 검증절차 마련 등이다.",241002 보험산업의 건전경쟁을 확립하고 내부통제를 강화해 나가겠습니다,1,0.7472308874130249,0.04,0.70951706
47,보험 가입자가 통지의무를 이행하지 않을 경우 어떤 불이익이 있을 수 있습니까?,"통지의무를 이행하지 않으면 보험 계약이 해지되거나, 보험금이 삭감 지급 또는 부지급되는 불이익이 발생할 수 있습니다​.",240930[금융꿀팁] 보험 가입 후 알릴의무(통지의무) 관련 유익정보 및 유의사항 안내.pdf,보험 가입자가 통지의무를 이행하지 않을 경우 보험계약이 해지되거나 보험금이 삭감지급 또는 부지급되는 불이익이 있을 수 있습니다.,240930[금융꿀팁] 보험 가입 후 알릴의무(통지의무) 관련 유익정보 및 유의사항 안내,1,0.9300079345703125,0.5161290322580646,0.94994634
48,"여신거래 안심차단 서비스는 어떤 목적으로 제공되며, 주요 가입 연령대는 누구입니까?","여신거래 안심차단 서비스는 보이스피싱 등 피해를 예방하기 위해 제공되며, 주요 가입 연령대는 60대 이상으로 전체 가입자의 약 62%를 차지합니다.",240930 조간 (보도자료) 여신거래 안심차단 시행(8.23.) 이후.pdf,"여신거래 안심차단 서비스는 개인정보 탈취 및 명의도용에 따른 피해를 예방하기 위해 제공되며, 주요 가입 연령대는 60대 이상 고령층이 62%로 가장 높은 가입률을 보이고 있습니다.",240930 조간 (보도자료) 여신거래 안심차단 시행(8.23.) 이후,1,0.8946482539176941,0.5116279069767442,0.8733804
49,마이데이터 2.0에서 청소년의 이용 편의성을 개선하기 위해 어떤 변경이 이루어졌습니까?,"청소년의 마이데이터 이용 연령이 기존 19세 이상에서 14세 이상으로 변경되었습니다. 다만, 정보 활용 제한 규정은 유지됩니다.",240930 조간 (보도자료) 「마이데이터 2.0」 시행을 위한 제도적 기반을 마련하겠습니다.pdf,마이데이터 2.0에서는 청소년이 법정대리인의 동의 없이 스스로 마이데이터를 이용할 수 있는 연령을 19세에서 14세 이상으로 변경하여 이용 편의성을 개선하였다.,240930 조간 (보도자료) 「마이데이터 2.0」 시행을 위한 제도적 기반을 마련하겠습니다,1,0.7867196202278137,0.22857142857142856,0.9016714
50,수능 이후 고3 학생들을 위한 금융교육의 주요 내용은 무엇입니까?,"주요 내용으로는 신용관리, 금융사기 예방, 재무관리 방법, 금융꿀팁 등이 포함되며, 가상자산 투자사기 및 청소년 불법도박 예방 등도 다룹니다.",240930 고3 학생들에게 꼭 필요한 금융사기 예방법 및 금융꿀팁.pdf,"수능 이후 고3 학생들을 위한 금융교육의 주요 내용은 신용관리, 금융사기 예방, 재무관리 방법, 금융꿀팁 등으로 구성되어 있습니다.",240930 고3 학생들에게 꼭 필요한 금융사기 예방법 및 금융꿀팁,1,0.8193272352218628,0.39999999999999997,0.6410307
51,이 문서에서 '온라인 대출 갈아타기 서비스'가 새롭게 추가된 대상은 무엇인가요?,이 문서에서는 2024년 9월 30일부터 실시간 시세 조회가 가능한 주거용 오피스텔과 빌라(연립·다세대)가 '온라인 대출 갈아타기 서비스'의 새로운 대상에 포함되었다고 설명하고 있습니다.,240927 실시간 시세 조회가 가능한 주거용 오피스텔 및 빌라 담보대출도 갈아타기.pdf,'온라인 대출 갈아타기 서비스'에 새롭게 추가된 대상은 주거용 오피스텔 및 빌라(연립·다세대) 담보대출입니다.,240927 실시간 시세 조회가 가능한 주거용 오피스텔 및 빌라 담보대출도 갈아타기,1,0.8452761769294739,0.24242424242424246,0.76616424
52,문서에서 '공매도 통합 가이드라인'의 주요 목적은 무엇인가요?,이 문서에서는 '공매도 통합 가이드라인'의 주요 목적이 투자자가 공매도 불법 여부를 스스로 검증하고 예방·통제할 수 있도록 하기 위한 것이라고 명시하고 있습니다.,240926 투자자에게 공매도 통합가이드라인을 제시.pdf,'공매도 통합 가이드라인'의 주요 목적은 투자자들이 공매도의 불법 여부를 스스로 검증하고 무차입공매도를 예방·통제할 수 있도록 명확한 기준과 사례 중심의 지침을 제공하는 것입니다.,240926 투자자에게 공매도 통합가이드라인을 제시,1,0.875400722026825,0.5116279069767442,0.96017814
53,문서에서 채권자 변동정보 조회 시스템의 주요 개선 사항은 무엇인가요?,"문서에 따르면 주요 개선 사항은 (1) 조회 가능한 정보의 범위를 확대하여 신용카드 거래대금, 현금서비스, 개인사업자 대출 등도 포함하고, (2) 채권 변동 정보를 5영업일 이내에 업데이트하도록 변경한 것입니다​.","240926 채권자 변동내역, 소멸시효 완성 여부 등을 확인하고 불법 채권추심에 대응.pdf","채권자 변동정보 조회 시스템의 주요 개선 사항은 소비자가 금융채무와 통신채무를 한 번에 조회할 수 있게 되었고, 채권자 변동 정보를 5영업일 이내에 확인할 수 있도록 업데이트된 점입니다.","240926 채권자 변동내역, 소멸시효 완성 여부 등을 확인하고 불법 채권추심에 대응",1,0.7912886142730713,0.3137254901960785,0.7838286
54,이 문서에서 온라인 대부중개사이트 점검의 주요 내용은 무엇인가요?,"주요 점검 내용은 개인정보 유출, 불법사금융업체 광고 대행, 허위·과장광고 등의 위법 행위 여부를 확인하는 것입니다​.","240926 경기도, 경기남부 북부경찰청과 온라인 대부중개플랫폼 합동점검 실시.pdf","온라인 대부중개사이트 점검의 주요 내용은 개인정보 유출, 불법사금융업체 광고 대행, 허위·과장광고 등을 집중 단속하고, 적발된 위법행위에 대해 영업정지 및 수사의뢰 등의 엄중 조치를 취하는 것입니다.","240926 경기도, 경기남부 북부경찰청과 온라인 대부중개플랫폼 합동점검 실시",1,0.8906563520431519,0.45,0.7660788
55,문서에서 설립된 디지털자산보호재단의 주요 역할은 무엇인가요?,디지털자산보호재단의 주요 역할은 영업을 종료한 가상자산거래소로부터 이용자의 자산을 이전받아 안전하게 보관하고 이를 이용자에게 반환하는 것입니다​.,240925영업을 종료한 가상자산거래소의 이용자 자산을 차질없이 반환.pdf,디지털자산보호재단의 주요 역할은 영업을 종료한 가상자산거래소로부터 이용자 자산을 이전받아 안전하게 보관・관리하고 이를 이용자에게 반환하는 업무를 수행하는 것입니다.,240925영업을 종료한 가상자산거래소의 이용자 자산을 차질없이 반환,1,0.9670525789260864,0.7500000000000001,0.9890102
56,문서에서 GA업계의 정착지원금 관련 내부통제 부족 사례는 무엇인가요?,"문서에서는 정착지원금 지급 대상 선정 기준이 없거나, 본사 차원의 통제 없이 지점별로 운영된 사례가 내부통제 부족의 주요 사례로 제시되었습니다.",240924 GA업계의 건전한 설계사 스카우트 문화 정착을 지속 유도하겠습니다.pdf,"GA업계의 정착지원금 관련 내부통제 부족 사례로는 지역본부장이 회사 내규를 초과하여 정착지원금을 지급했음에도 GA가 조치를 취하지 않은 경우, 지급 및 환수 관련 세부 기준이 마련되지 않은 경우, 본부와 지점별로 상이하게 운영되고 본사가 관리하지 않는 경우, 부당 승환계약에 대한 자체점검 활동이 미흡한 경우 등이 있습니다.",240924 GA업계의 건전한 설계사 스카우트 문화 정착을 지속 유도하겠습니다,1,0.7682147026062012,0.17241379310344826,0.8136236
57,문서에서 디지털 감사기술 도입의 주요 추진 과제는 무엇인가요?,"주요 추진 과제는 디지털 감사기술 활용 근거 및 품질관리 절차 명확화, 표준감사시간 반영 검토, 회계법인 간 격차 완화 및 전문인력 양성, 감사 데이터 표준화 등이 포함됩니다.",240924 (보도자료) 조간_디지털 감사기술 도입 지원 TF 운영결과 및 향후 계획.pdf,"디지털 감사기술 도입의 주요 추진 과제는 디지털 감사 활용 근거 및 품질관리 절차 명확화, 표준감사시간 반영 검토, 회계법인간 격차 완화 및 전문인력 양성이다.",240924 (보도자료) 조간_디지털 감사기술 도입 지원 TF 운영결과 및 향후 계획,1,0.9268164038658142,0.782608695652174,0.9647528
58,문서에서 5대 금융지주와 삼성전자가 중소기업을 위해 제공하는 지원 규모는 얼마인가요?,5대 금융지주와 삼성전자는 중소기업의 저탄소 전환 투자 등을 위해 총 2조 원 규모의 대출을 저금리로 제공하기로 하였습니다​.,240923 5대 금융지주 삼성전자 공동 중소기업 지원 위한 업무협약 체결.pdf,"5대 금융지주는 중소기업을 위해 총 2조원 규모의 저금리 대출을 제공하며, 삼성전자는 1조원을 예치하여 이자 지원을 합니다.",240923 5대 금융지주 삼성전자 공동 중소기업 지원 위한 업무협약 체결,1,0.8516942262649536,0.3636363636363636,0.9201562
59,이 문서에서 한국 정부가 미국의 금리 인하에 대응하기 위해 실시한 주요 조치는 무엇인가요?,"주요 조치는 관계기관 합동 24시간 모니터링 체계를 지속 운영하고, 가계부채·부동산 시장·PF 등의 리스크 관리를 강화하며, 상황별 대응 계획을 마련하는 것입니다.",240919 美 통화정책 전환에 대응해 긴밀한 관계기관 공조 하에 리스크 관리 철저.pdf,"한국 정부는 미국의 금리 인하에 대응하기 위해 관계기관과의 긴밀한 공조 하에 리스크 관리와 시장 안정 조치를 강화하고, 24시간 모니터링 체계를 유지하며 필요시 상황별 대응계획을 시행하기로 하였다.",240919 美 통화정책 전환에 대응해 긴밀한 관계기관 공조 하에 리스크 관리 철저,1,0.8172240853309631,0.2173913043478261,0.6256624
60,은행권 스트레스완충자본 제도의 주요 도입 배경은 무엇인가요?,위기 상황 분석 결과를 바탕으로 은행의 추가 자본 적립 의무를 부과하여 예상치 못한 위기에도 은행의 안정성을 강화하기 위해 도입되었습니다.,240911(보도참고) 은행권 스트레스완충자본 도입 추진.pdf,"은행권 스트레스완충자본 제도의 주요 도입 배경은 금융당국이 은행권의 손실흡수능력을 제고하고, 위기상황분석에 따른 자본 규제 비율을 상향 조정하기 위해 추진한 후속조치의 일환입니다.",240911(보도참고) 은행권 스트레스완충자본 도입 추진,1,0.7630904316902161,0.10256410256410256,0.8451754
61,불법사금융 척결 방안에서 미등록 대부업자의 명칭은 무엇으로 변경되었나요?,"미등록 대부업자의 명칭은 ""불법사금융업자""로 변경되었습니다.","240911(보도자료) 정부, 불법사금융 척결을 위해 대부업 제도 대대적 개편 추진.pdf",미등록 대부업자의 명칭은 '불법사금융업자'로 변경되었습니다.,240911[별첨] 불법사금융 근절과 대부업 신뢰제고를 위한 제도개선 방안,0,0.9950518012046814,0.8000000000000002,0.9982866
62,보험료 미납으로 계약이 해지된 후 부활 신청 시 계약자가 준수해야 할 의무는 무엇인가요?,계약자는 부활청약 시 계약 전 알릴 의무를 다시 이행해야 합니다.,240911 (보도자료) 조간_주요 민원사례로 알아보는 소비자 유의사항.pdf,보험료 미납으로 계약이 해지된 후 부활 신청 시 계약자는 계약전 알릴의무를 다시 이행해야 합니다.,240911 (보도자료) 조간_주요 민원사례로 알아보는 소비자 유의사항,1,0.8789551258087158,0.41666666666666663,0.8669219
63,금융감독원이 추석 명절을 전후하여 민생침해 금융범죄 예방을 위해 협력한 주요 기관은 어디인가요?,고용노동부와 소상공인시장진흥공단과 협력하여 맞춤형 교육과 홍보를 실시했습니다​.,240910 (보도자료) 조간_추석 명절 전후 민생침해 금융범죄 피해예방을 집중 홍보.pdf,금융감독원은 추석 명절을 전후하여 고용노동부 및 소상공인시장진흥공단과 협력하여 민생침해 금융범죄 피해 예방 홍보활동을 추진합니다.,240910 (보도자료) 조간_추석 명절 전후 민생침해 금융범죄 피해예방을 집중 홍보,1,0.8323162198066711,0.19047619047619047,0.4470979
64,금융회사 인도 진출설명회는 어떤 주요 내용을 다루었나요?,"인도의 금융시장 현황, 인허가 절차, 투자환경 전망 등을 다루었습니다.","240909 주한 인도대사관, 금융협회와 금융회사 인도 진출설명회 개최.pdf","금융회사 인도 진출설명회는 인도의 금융시장 및 감독제도에 대한 이해를 높이고, 인도 진출을 위한 구체적인 청사진을 마련하기 위해 인도 금융당국을 초청하여 진행되었습니다.",240909 (붙임) 이복현 금융감독원장 개회사,0,0.7372340559959412,0.14285714285714285,0.8187391
65,티메프 사태 재발 방지를 위해 PG사에 부과된 주요 의무는 무엇인가요?,PG사의 미정산자금 전액에 대해 별도관리 의무가 부과되었습니다.,240909 (보도자료) 티메프 사태 재발 방지를 위한 전자지급결제대행(PG)업 제도개선안 발표.pdf,티메프 사태 재발 방지를 위해 PG사에 부과된 주요 의무는 미정산자금 전액에 대한 별도관리 의무와 경영지도기준 준수 의무입니다.,240909 (보도자료) 티메프 사태 재발 방지를 위한 전자지급결제대행(PG)업 제도개선안 발표,1,0.825179934501648,0.25,0.7709888
66,정산지연 피해를 입은 기업에 대한 지원 프로그램의 주요 내용은 무엇인가요?,피해 기업에 대해 최대 1년간 대출 만기 연장 및 상환 유예가 제공됩니다​.,240909 (보도자료) 인터파크쇼핑 AK몰 정산지연 피해판매자 지원방안 시행.pdf,"정산지연 피해를 입은 기업에 대한 지원 프로그램은 기존 대출 만기 연장, 신규 자금 지원, 저금리 정책자금 지원 등을 포함하며, 최대 1년의 만기 연장과 3,000억원 규모의 보증부 대출 프로그램이 제공됩니다.",(금감원) 240729 티몬 위메프 판매대금 정산지연 피해업체 등에 대한 금융지원 방안,0,0.7767782807350159,0.21052631578947367,0.78936756
67,온라인 대부중개 사이트를 통한 불법사금융 피해 신고는 어디에서 접수할 수 있나요?,"금융감독원 홈페이지의 ""불법사금융‧개인정보 불법 유통 신고센터""에서 접수할 수 있습니다​.",240906 온라인 대부중개사이트 이용중 불법사금융 피해 발생시 적극 신고.pdf,온라인 대부중개 사이트를 통한 불법사금융 피해 신고는 금융감독원 홈페이지의 불법금융신고센터에서 접수할 수 있습니다.,240906 온라인 대부중개사이트 이용중 불법사금융 피해 발생시 적극 신고,1,0.8495464324951172,0.3636363636363637,0.8887886
68,"2024년 10월 시행되는 ""개인채무자보호법""의 주요 내용 중 하나는 무엇인가요?",채무자는 상환곤란 시 금융회사에 채무조정을 요청할 수 있는 권리를 가집니다.,240905 대부업자의 부당 추심행위를 방지하고 대부이용자 권익을 제고하겠습니다..pdf,"2024년 10월 시행되는 ""개인채무자보호법""의 주요 내용 중 하나는 채무자가 금융회사에 직접 채무조정을 요청할 수 있도록 하고, 연체이자 부담을 합리적으로 줄이며, 과도한 채권추심을 제한하는 것입니다.",240816 「개인채무자보호법」상 5개 내부기준 모범사례 마련 제공,0,0.7742140293121338,0.23529411764705882,0.65714335
69,이번에 지정된 혁신금융서비스 중 하나는 어떤 기능을 제공하나요?,선불충전금을 은행 계좌에 보관하며 이자를 지급받고 결제 시 자동 충전되는 서비스를 제공합니다​.,240905 (보도자료) 신규 혁신금융서비스 지정 6건 의결.pdf,이번에 지정된 혁신금융서비스 중 하나는 '중앙은행 디지털 화폐(CBDC) 시스템 내 예금 토큰 기반 지급‧이체 서비스'입니다.,240905 (보도자료) 신규 혁신금융서비스 지정 6건 의결,1,0.6951920986175537,0.0,0.5738729
70,불법사채 솔루션업체의 주요 사기 수법은 무엇인가요?,"인터넷 광고로 피해자를 유인한 후 수수료를 요구하고, 사채업자와의 조율 실패를 이유로 잠적하거나 추가 수수료를 독촉하는 방식으로 피해를 유발합니다​.",240903 불법사채 해결 또는 대출중개를 명목으로 수수료를 요구하는 업체에 주의하세요!.pdf,불법사채 솔루션업체의 주요 사기 수법은 수수료를 요구한 후 사채업자와의 조율 실패를 이유로 잠적하거나 추가 수수료를 요구하는 방식입니다.,240903 불법사채 해결 또는 대출중개를 명목으로 수수료를 요구하는 업체에 주의하세요!,1,0.8488847017288208,0.48484848484848486,0.5630797
71,2024년 9월 15일부터 시행되는 선불충전금 보호 강화 조치의 주요 내용은 무엇인가요?,"선불충전금 전액에 대해 별도 관리를 의무화하고, 모바일상품권도 보호 대상에 포함되었습니다​.","240903 (보도자료) 선불충전금 100% 보호, 모바일상품권도 선불충전금 보호대상.pdf","2024년 9월 15일부터 시행되는 선불충전금 보호 강화 조치의 주요 내용은 선불충전금 전액에 대한 별도 관리 의무화와 선불업자가 선불충전금의 50% 이상을 신탁, 예치 또는 지급보증보험 방식으로 관리하도록 하는 것입니다.","240903 (보도자료) 선불충전금 100% 보호, 모바일상품권도 선불충전금 보호대상",1,0.760181188583374,0.21621621621621623,0.6707563
72,은행권 여신 프로세스 개선 TF의 주요 개선 과제는 무엇인가요?,"여신 중요 서류의 진위 확인 절차 강화, 담보가치 산정 및 검증 절차 개선, 자금 용도외유용 사후 점검 기준 보완입니다​.",240903 (보도자료) 1400_은행권 여신 프로세스 개선 TF 킥오프 회의 개최.pdf,"은행권 여신 프로세스 개선 TF의 주요 개선 과제는 여신 중요서류 진위확인 절차 강화, 담보가치 산정 및 검증절차 개선, 임대차계약의 실재성 확인 강화 및 자금 용도외 유용 사후점검 기준 개정 등입니다.",240903 (보도자료) 1400_은행권 여신 프로세스 개선 TF 킥오프 회의 개최,1,0.8705886006355286,0.4444444444444445,0.6570852
73,은행채무 자동이체 상환 관행 개선의 주요 내용은 무엇인가요?,"우선변제채무지정권 안내를 강화하고, 채무자의 변제 이익을 고려한 자동이체 출금 우선순위를 마련하였습니다.",240902 은행채무 자동이체 상환 관련 업무 관행 및 절차를 정비.pdf,"은행채무 자동이체 상환 관행 개선의 주요 내용은 채무자가 우선변제할 채무를 지정할 수 있는 권리를 안내하고, 자동이체 출금 우선순위를 정비하여 채무자의 변제이익을 고려하는 방향으로 개선하는 것입니다.",240902 은행채무 자동이체 상환 관련 업무 관행 및 절차를 정비,1,0.8108986020088196,0.2285714285714286,0.8145734
74,2024년 전국민 금융이해력 조사의 주요 목적은 무엇인가요?,금융 이해력 수준을 측정해 교육 방향을 수립하고 OECD 국가와 비교 자료로 활용하기 위함입니다​.,240902 (보도자료) 조간_2024년 전국민 금융이해력 조사를 실시합니다!.pdf,2024년 전국민 금융이해력 조사의 주요 목적은 한국 성인의 금융이해력 수준을 측정하여 금융·경제교육 방향 수립 및 OECD 국가 간 비교에 활용하기 위함입니다.,240902 (보도자료) 조간_2024년 전국민 금융이해력 조사를 실시합니다!,1,0.8300964832305908,0.18181818181818185,0.756737
75,금감원과 수도방위사령부 간 업무협약의 주요 내용은 무엇인가요?,"장병과 군인가족 대상 맞춤형 금융교육을 제공하고, 인사·재정병과 간부의 금융교육 강사 연수를 확대합니다​.",240830 (보도자료) 1500_수도방위사령부 장병들에 대한 금융교육을 적극 지원하겠습니다.pdf,"금감원과 수도방위사령부 간 업무협약의 주요 내용은 군장병 및 군인가족의 금융교육을 활성화하고, 맞춤형 금융교육 프로그램을 제공하여 금융이해력을 제고하는 것이다.",240830 (보도자료) 1500_수도방위사령부 장병들에 대한 금융교육을 적극 지원하겠습니다,1,0.8065667152404785,0.2,0.85525894
76,비청산 장외파생거래 증거금 교환제도의 주요 목적은 무엇인가요?,거래당사자 간 증거금 교환을 통해 장외파생거래의 시스템 리스크를 체계적으로 관리하기 위함입니다​.,240829 비청산 장외파생거래 증거금 교환제도에 대한 가이드라인 연장(안).pdf,비청산 장외파생거래 증거금 교환제도의 주요 목적은 중앙청산소에서 청산되지 않는 모든 장외파생상품 거래에 대한 증거금 관리를 통해 금융시장의 안정성을 높이는 것입니다.,240829 비청산 장외파생거래 증거금 교환제도에 대한 가이드라인 연장(안),1,0.7635799050331116,0.13333333333333333,0.7791741
77,교통사고처리지원금 특약의 보상 대상은 어떤 경우에 해당하나요?,교통사고로 피해자에게 형사합의금을 지급하여 발생한 경제적 손실을 보상합니다​.,240828 주요 분쟁사례로 알아보는 소비자 유의사항(교통사고처리지원금 특약 관련).pdf,"교통사고처리지원금 특약의 보상 대상은 피해자를 사망하게 하거나 중대법규위반 교통사고로 42일 이상 치료를 요하는 경우, 또는 일반교통사고로 중상해를 입혀 형사합의금을 지급한 경우에 해당합니다.",240828 주요 분쟁사례로 알아보는 소비자 유의사항(교통사고처리지원금 특약 관련),1,0.769339919090271,0.13333333333333333,0.85036546
78,감사인 지정제도 설명회의 주요 내용은 무엇인가요?,"주기적 지정제도의 요건, 자료 제출 방법, 지정기초자료 작성 요령을 안내하였습니다.",240828 (보도자료) 석간_감사인 지정제도 온라인 설명회 실시.pdf,"감사인 지정제도 설명회의 주요 내용은 지정 기초자료 작성 요령, 주기적 및 직권 지정 사유, 지정 기간 및 방법, 그리고 재지정 요청 시 유의 사항 등을 안내하는 것입니다.",241018 (보도자료) 조간_2025 사업연도 주기적 지정 등 감사인 지정결과 사전통지,0,0.815830409526825,0.17647058823529413,0.82862425
79,자동차 보험사기 피해자 구제 강화의 주요 내용은 무엇인가요?,"고지기한 단축, 고지 방법 표준화, 부당 할증보험료 환급 절차 표준화를 시행하였습니다​.",240827 자동차 보험사기로 인한 부당 할증보험료 환급제도 법정화.pdf,"자동차 보험사기 피해자 구제 강화의 주요 내용은 보험사기가 발생한 경우 피해자에게 보험료 할증 사실과 후속 처리 절차를 고지하도록 법정화하고, 피해자 환급 절차를 신속하게 진행하도록 규정한 것이다.",240827 자동차 보험사기로 인한 부당 할증보험료 환급제도 법정화,1,0.7326639294624329,0.05714285714285715,0.5773398
80,보험사기 방지를 위해 개정된 특별법의 주요 이행 방안은 무엇인가요?,보험사기 알선·광고 행위에 대해 경찰과 협력해 적극 수사 의뢰 및 광고 심의를 요청합니다​.,240827 (보도자료) 1500_보험사기 대응 강화를 위한 보험업계 임원 간담회 개최.pdf,"보험사기 방지를 위해 개정된 특별법의 주요 이행 방안은 보험사기 알선·유인 행위의 금지 및 처벌, 금융당국의 자료요청권 신설, 그리고 입원적정성 심사기준 마련 등입니다.",241104 금융감독원과 부산남부경찰서가 공조 보험사기 적발,0,0.7489348649978638,0.11764705882352941,0.48479015
81,금융감독원이 이화여자대학교와 공동으로 개최한 국제 컨퍼런스의 주제는 무엇인가요?,"""Toward the era of Green Transition""입니다.","240827 (보도자료) 0900_금융감독원, 이화여대와 공동으로 「Toward the era of Green Transition」 국제 컨퍼런스 개최.pdf","금융감독원과 이화여자대학교가 공동으로 개최한 국제 컨퍼런스의 주제는 ""Toward the era of Green Transition""입니다.","240827 (보도자료) 0900_금융감독원, 이화여대와 공동으로 「Toward the era of Green Transition」 국제 컨퍼런스 개최",1,0.7909684777259827,0.631578947368421,0.8827841
82,금융감독원이 두산로보틱스 증권신고서 정정을 요구한 주요 이유는 무엇인가요?,의사결정 과정 및 분할 신설부문의 수익가치 산정 근거의 보완이 미흡했기 때문입니다​.,240826_(보도참고) 두산로보틱스 증권신고서에 대한 정정요구 관련 설명.pdf,금융감독원은 두산로보틱스의 증권신고서 중 중요사항의 기재가 불분명하여 투자자의 합리적인 투자 판단을 저해하거나 중대한 오해를 일으킬 수 있다고 판단하여 정정을 요구하였습니다.,241106 대부업계 「개인채무자보호법」 준비실태 사전 현장점검 결과,0,0.7021080255508423,0.0,0.32757634
83,금융감독원이 금융소비자를 위해 개편한 홈페이지의 주요 개선점 중 하나는 무엇인가요?,오픈 API 서비스 통합과 유형별 분류를 통해 금융정보 접근성을 개선한 점입니다​.,"240826 (보도자료)_석간_금융소비자도 금융업계 종사자도, 한눈에 쏘옥.pdf",금융감독원이 개편한 홈페이지의 주요 개선점 중 하나는 장애인과 고령자 등 정보소외계층의 이용 편의성을 높이기 위해 접근성을 개선한 것입니다.,"240826 (보도자료)_석간_금융소비자도 금융업계 종사자도, 한눈에 쏘옥",1,0.7575547099113464,0.13793103448275862,0.6000596
84,비대면 환전 서비스 이용 시 주의해야 할 점은 무엇인가요?,외화를 수령하려면 신청인 본인이 지정된 환전소에서 본인의 신분증을 지참해야 합니다​.,240826 (보도자료) 조간_주요 민원사례로 보는 소비자 유의사항.pdf,"비대면 환전 서비스를 이용할 때는 신청인 본인의 신분증을 지참하고, 외화 수령 영업점의 정확한 위치를 확인해야 하며, 출국심사 전 출국장 환전소에서만 외화를 수령할 수 있다는 점에 유의해야 합니다.",240826 (보도자료) 조간_주요 민원사례로 보는 소비자 유의사항,1,0.8189288973808289,0.21621621621621623,0.7803829
85,2024년 6월 말 기준 보험회사의 대출채권 연체율은 얼마였나요?,0.55%입니다.,240826 (보도자료) 24.6월말 보험회사 대출채권 현황.pdf,2024년 6월 말 기준 보험회사의 대출채권 연체율은 0.55%입니다.,240826 (보도자료) 24.6월말 보험회사 대출채권 현황,1,0.7120514512062073,0.2222222222222222,0.53468
86,특별이익 제공 금지와 관련된 법적 처벌은 무엇인가요?,3년 이하의 징역 또는 3천만 원 이하의 벌금입니다.,240823 GA 영업질서 확립 - ④ 특별이익 제공 금지 위반사례.pdf,"특별이익 제공 금지 위반 시, 보험업법에 따라 법적 처벌로 업무 정지 명령이나 등록 취소가 가능하다.",240823 GA 영업질서 확립 - ④ 특별이익 제공 금지 위반사례,1,0.6398404240608215,0.0,0.35909736
87,리테일풀 수수료 체계 개편의 주요 목적은 무엇인가요?,리테일풀에 대한 명확한 수수료 배분 기준 마련과 수수료 지급 기준의 충실한 안내입니다​.,240823 (보도자료) 조간_리테일풀 수수료 체계 개편.pdf,"리테일풀 수수료 체계 개편의 주요 목적은 수수료 지급기준을 명확히 하고, 투자자에게 충실한 안내를 제공하며, 증권사 간 수수료율 비교를 용이하게 하여 이익배분 기준을 확립하는 것입니다.",240823 (보도자료) 조간_리테일풀 수수료 체계 개편,1,0.7790454030036926,0.1176470588235294,0.54016435
88,제12기 FSS 대학생 금융교육 봉사단의 주요 활동 대상은 누구인가요?,"초·중·고등학교 및 청소년, 어르신 등 다양한 계층입니다.",240823 (보도자료) 석간_금융감독원 제12기 FSS 대학생 금융교육 봉사단 출범.pdf,"제12기 FSS 대학생 금융교육 봉사단의 주요 활동 대상은 전국의 초·중·고등학교 및 청소년 수련시설, 그리고 어르신들입니다.",240823 (보도자료) 석간_금융감독원 제12기 FSS 대학생 금융교육 봉사단 출범,1,0.7699401378631592,0.18181818181818182,0.60044897
89,가상자산 이상거래 상시감시 업무의 주요 내용은 무엇인가요?,"이상거래를 감지, 적출하여 심리 및 적절한 조치를 집행하는 것입니다​.",240822 가상자산사업자의 이상거래 상시감시업무에 대한 현장점검 실시.pdf,"가상자산 이상거래 상시감시 업무의 주요 내용은 각 거래소가 이상거래를 감지하고 분석하기 위한 전문 조직과 시스템을 운영하며, 이상거래에 대한 적절한 조치와 심리를 수행하는 것이다.",240822 가상자산사업자의 이상거래 상시감시업무에 대한 현장점검 실시,1,0.7587293982505798,0.125,0.6660006
90,가상자산사업자 사칭 사기에서 피해를 예방하려면 어떻게 해야 하나요?,"가상자산사업자의 공식 홈페이지에서 출금 절차를 확인하고, 검증되지 않은 사이트는 이용하지 말아야 합니다.",240822 (영업종료로 인한 가상자산소각 가상자산사업자 사칭 사기를 의심하세요!.pdf,"가상자산사업자 사칭 사기를 예방하려면, 공식 홈페이지를 확인하고, 의심스러운 링크를 클릭하지 않으며, 검증되지 않은 업체에 입금하지 않고, 신고 여부를 확인해야 합니다.",240822 (영업종료로 인한 가상자산소각 가상자산사업자 사칭 사기를 의심하세요!,1,0.8333050608634949,0.3125,0.8772098
