Unnamed: 0,question,answer,파일명,result,source,Contain,bert_f1,f1_score,cosine_similarity
32,퇴직연금 실물이전 서비스의 주요 목표는 무엇입니까?,"퇴직연금 실물이전 서비스는 가입자가 기존 상품을 해지하지 않고 사업자를 변경할 수 있도록 하여, 가입자의 손실을 최소화하고, 사업자 간 경쟁을 촉진하여 퇴직연금 수익률 개선을 목표로 합니다. 이 서비스는 2024년 10월 31일부터 개시됩니다​.",241010 (보도자료) 퇴직연금 실물이전서비스 개시.pdf,퇴직연금 실물이전 서비스의 주요 목표는 가입자가 기존 상품을 해지하지 않고도 다른 금융사로 이전할 수 있도록 하여 선택권을 확대하고 사업자 간의 건전한 경쟁을 촉진하는 것입니다.,"241011 배포시 (보도참고) 퇴직연금 실물이전 제도 시행 관련 추가 설명 자료, 241010 (보도자료) 퇴직연금 실물이전서비스 개시, 241010 (보도자료) 퇴직연금 실물이전서비스 개시, 241010 (보도자료) 퇴직연금 실물이전서비스 개시, 241010 (보도자료) 퇴직연금 실물이전서비스 개시",1,0.8228517174720764,0.37735849056603776,0.69254375
33,2024년 12월부터 이동통신 3사가 추심을 중단하는 통신요금의 기준은 무엇입니까?,"2024년 12월부터 이동통신 3사는 3년 이상 연체된 30만 원 미만의 통신요금에 대해 직접 추심하거나 추심을 위탁하지 않으며, 매각도 하지 않습니다. 해당 금액은 모든 연체 회선의 통신요금을 합산한 기준입니다​.",241008 이동통신3사의 3년 이상 연체된 30만원 미만의 통신요금은 추심하지 않습니다.pdf,2024년 12월부터 이동통신 3사는 3년 이상 연체된 30만원 미만의 통신요금에 대해 직접 추심하거나 그 추심을 위탁하지 않으며 매각도 하지 않습니다.,"241008 이동통신3사의 3년 이상 연체된 30만원 미만의 통신요금은 추심하지 않습니다, 241008 이동통신3사의 3년 이상 연체된 30만원 미만의 통신요금은 추심하지 않습니다, 241008 이동통신3사의 3년 이상 연체된 30만원 미만의 통신요금은 추심하지 않습니다, 241008 이동통신3사의 3년 이상 연체된 30만원 미만의 통신요금은 추심하지 않습니다, 241008 이동통신3사의 3년 이상 연체된 30만원 미만의 통신요금은 추심하지 않습니다",1,0.9207075238227844,0.7083333333333333,0.9701399
34,"단기매매차익 반환제도의 주요 목적은 무엇이며, 단기매매차익은 어떤 경우에 발생합니까?",단기매매차익 반환제도의 주요 목적은 미공개 정보를 이용한 부당 거래를 사전에 방지하는 것입니다. 단기매매차익은 상장사 임직원 또는 주요주주가 동일 증권을 6개월 이내에 매매하여 이익이 발생한 경우 반환 대상이 됩니다​.,241008 상장사 임직원 주요주주 단기매매차익 발생사례 및 유의사항 안내.pdf,"단기매매차익 반환제도의 주요 목적은 미공개정보 이용 거래를 통한 부당 차익을 사전적으로 방지하는 것이며, 단기매매차익은 상장사의 임직원 또는 주요주주가 특정증권을 6개월 이내에 매매하여 발생합니다.","241008 상장사 임직원 주요주주 단기매매차익 발생사례 및 유의사항 안내, 241008 상장사 임직원 주요주주 단기매매차익 발생사례 및 유의사항 안내, 241008 상장사 임직원 주요주주 단기매매차익 발생사례 및 유의사항 안내, 241008 상장사 임직원 주요주주 단기매매차익 발생사례 및 유의사항 안내, 241008 상장사 임직원 주요주주 단기매매차익 발생사례 및 유의사항 안내",1,0.9073793292045593,0.5490196078431373,0.9817825
35,공개매수 기간 중 투자자들이 주의해야 할 주요 사항은 무엇입니까?,"공개매수 기간 중에는 주가가 급격히 변동할 가능성이 있으며, 특히 경쟁 과열이나 근거 없는 풍문에 현혹되지 않도록 전자공시시스템(DART)을 통해 정확한 정보를 확인해야 합니다. 또한, 공개매수가 장외거래로 세금 등의 영향을 받을 수 있음을 고려해야 합니다.",241008 배포시 (보도자료) 공개매수 관련 소비자경보 발령(주의).pdf,"공개매수 기간 중 투자자들은 전자공시시스템(DART)에서 정확한 정보를 확인하고, 주가 하락, 세금 영향, 매도 물량 제한 등을 주의해야 합니다.","241008 배포시 (보도자료) 공개매수 관련 소비자경보 발령(주의), 240927 24년 상반기 중 증권회사 파생결합증권 발행 운용 현황, 240814(보도자료) 오늘(8.14일)부터 자본시장법이 시행됩니다, 241008 배포시 (보도자료) 공개매수 관련 소비자경보 발령(주의), (보도참고) 나스닥 상장 추진 과정에서 발생한 국내 부정거래 행위 등 적발_FF",1,0.810615599155426,0.24000000000000005,0.7303884
36,구글이 시행하는 금융서비스 인증 절차의 주요 내용은 무엇입니까?,"구글은 국내에서 금융상품 광고를 하려는 광고주에게 금융위원회 등록 여부를 확인하는 인증 절차(FSV)를 마련하였습니다. 인증받지 못한 광고주는 금융상품 광고를 게재할 수 없으며, 이는 2024년 11월 7일부터 시행됩니다​.",241008 (보도자료) 불법사금융 척결 실무TF 개최.pdf,"구글의 금융서비스 인증 절차는 광고주가 금융당국의 승인을 받은 금융회사임을 입증해야 하며, 인증이 완료된 광고주에게만 금융상품·서비스 광고를 허용하는 방식으로 운영된다.","241008 (보도자료) 불법사금융 척결 실무TF 개최, 241008 (보도자료) 불법사금융 척결 실무TF 개최, 241008 (보도자료) 불법사금융 척결 실무TF 개최, 241008 (보도자료) 불법사금융 척결 실무TF 개최, 241008 (보도자료) 불법사금융 척결 실무TF 개최",1,0.7655994892120361,0.0930232558139535,0.73765564
37,"2024년 상반기 개인사업자대출119 프로그램으로 지원된 총액은 얼마이며, 주된 지원 유형은 무엇입니까?","2024년 상반기 개인사업자대출119 프로그램을 통해 1조 5,414억 원이 지원되었으며, 주요 지원 유형은 만기연장(1조 1,961억 원)과 이자감면(8,412억 원)입니다.",241007_조간 (보도자료) 24년 상반기 국내은행 개인사업자대출119 운영현황.pdf,"2024년 상반기 개인사업자대출119 프로그램으로 지원된 총액은 1조 5,414억원이며, 주된 지원 유형은 만기연장, 이자감면, 이자유예, 대환대출입니다.","241007_조간 (보도자료) 24년 상반기 국내은행 개인사업자대출119 운영현황, 241007_조간 (보도자료) 24년 상반기 국내은행 개인사업자대출119 운영현황, 241007_조간 (보도자료) 24년 상반기 국내은행 개인사업자대출119 운영현황, 241007_조간 (보도자료) 24년 상반기 국내은행 개인사업자대출119 운영현황, 241007_조간 (보도자료) 24년 상반기 국내은행 개인사업자대출119 운영현황",1,0.8854427337646484,0.37500000000000006,0.9471439
38,신용카드사의 부가서비스 제공 관행 개선에서 주요 개선 사항은 무엇입니까?,"결제 취소로 한도가 복원되는 경우 누락된 부가서비스를 자동 환급하도록 시스템과 약관을 개선하며, 무이자할부 및 결제취소분 실적 차감방식을 명확히 안내하도록 강화할 예정입니다.",241007_1630_(보도자료) 신용카드사의 부가서비스 제공 관행 등 개선.pdf,"신용카드사의 부가서비스 제공 관행 개선의 주요 사항은 부가서비스 관련 시스템 개선, 무이자할부 서비스 안내 강화, 그리고 부가서비스 미제공에 대한 환급 및 사후 제공 체계 마련입니다.","240820(보도자료) 적격비용 제도개선 TF회의 개최, 241007_1630_(보도자료) 신용카드사의 부가서비스 제공 관행 등 개선, 240820 (붙임2) 신용카드업 상생발전 제도개선 방안, 241007_1630_(보도자료) 신용카드사의 부가서비스 제공 관행 등 개선, 241007_1630_(보도자료) 신용카드사의 부가서비스 제공 관행 등 개선",1,0.7488707900047302,0.09302325581395349,0.6309996
39,"개인채무자보호법 시행의 주요 내용은 무엇이며, 시행 이후 정부의 계획은 무엇입니까?","개인채무자보호법은 연체이자 완화, 과도한 추심 제한, 채권 매각 규율 등을 포함하여 채무자의 경제적 재기를 지원합니다. 정부는 시행 후 점검반을 운영하여 사례를 신속히 대응하고, 금융회사와의 협력을 통해 법을 정착시킬 계획입니다.",241007 개인채무자보호법 시행 준비상황 및 향후 추진계획 점검회의 개최.pdf,"개인채무자보호법의 주요 내용은 채무자의 권익 보호와 채무조정 제도의 활성화이며, 시행 이후 정부는 금융권과의 지속적인 소통을 통해 법의 안정적 정착을 지원할 계획이다.","241007 개인채무자보호법 시행 준비상황 및 향후 추진계획 점검회의 개최, 240816 「개인채무자보호법」상 5개 내부기준 모범사례 마련 제공, 240717 (보도자료) 석간_금감원, 2024년 대부업자 대상 전국 순회 설명회 개최, 241106 대부업계 「개인채무자보호법」 준비실태 사전 현장점검 결과, 241007 개인채무자보호법 시행 준비상황 및 향후 추진계획 점검회의 개최",1,0.8026672601699829,0.16,0.871194
40,금감원과 한국수자원공사가 체결한 감사업무 협약의 주요 목적은 무엇입니까?,"이 협약의 주요 목적은 감사 정보 및 기법 교류를 통해 감사 성과와 내부통제 체계 강화를 도모하고, 상호 발전을 촉진하는 것입니다.","241007 1100 (보도자료) 금감원, 한국수자원공사와 감사업무협약 체결.pdf","금감원과 한국수자원공사가 체결한 감사업무 협약의 주요 목적은 감사 전문성 향상, 내부통제 체계 강화 및 청렴도 제고를 통해 상호 발전을 도모하는 것입니다.","241007 1100 (보도자료) 금감원, 한국수자원공사와 감사업무협약 체결, 241002_1100 (보도자료) 전북도 도민 금융교육을 적극 지원하겠습니다_F, 240830 (보도자료) 1500_수도방위사령부 장병들에 대한 금융교육을 적극 지원하겠습니다, 241018 (보도자료) 조간_2025 사업연도 주기적 지정 등 감사인 지정결과 사전통지, (별첨2)보험업 대국민 신뢰도 제고방안",1,0.8532848358154297,0.5500000000000002,0.7802684
41,"2024년 상반기 관계형금융 잔액은 얼마이며, 주요 대출 증가율은 어떻게 되었습니까?","2024년 상반기 관계형금융 잔액은 18.4조 원으로, 전년 말 대비 11.4% 증가하였습니다. 중소법인 대출은 8.6%, 개인사업자 대출은 17.2% 증가하였습니다​.",241004_조간_(보도자료) 24년 상반기 관계형금융 취급실적 및 우수은행 평가 결과.pdf,"2024년 상반기 관계형금융 잔액은 18.4조원이며, 주요 대출 증가율은 중소법인 대출이 8.6%, 개인사업자 대출이 17.2%로 증가했습니다.","241004_조간_(보도자료) 24년 상반기 관계형금융 취급실적 및 우수은행 평가 결과, 241004_조간_(보도자료) 24년 상반기 관계형금융 취급실적 및 우수은행 평가 결과, 241111 (보도자료) 10월 가계대출 동향(잠정) 및 가계부채 점검회의 개최, 241011 조간 (보도자료) 2024년 9월중 가계대출 동향(잠정), 241111 (보도자료) 10월 가계대출 동향(잠정) 및 가계부채 점검회의 개최",1,0.9220657348632812,0.45161290322580644,0.98130566
42,전북특별자치도와 금융감독원이 체결한 금융교육 활성화 협약의 주요 내용은 무엇입니까?,"협약의 주요 내용은 청소년 금융이해력 강화, 현직 교사 금융교육 확대, 청년 맞춤형 재무상담 프로그램 운영, 자립준비청년 대상 금융특강 제공 등이 포함되어 있습니다​.",241002_1100 (보도자료) 전북도 도민 금융교육을 적극 지원하겠습니다_F.pdf,"전북특별자치도와 금융감독원이 체결한 금융교육 활성화 협약의 주요 내용은 도내 실용금융교육을 강화하고, 학생, 청년, 취약계층을 대상으로 맞춤형 금융교육을 실시하며, 현직 교사들의 금융교육 전문성을 제고하는 것이다.","241002_1100 (보도자료) 전북도 도민 금융교육을 적극 지원하겠습니다_F, 241002_1100 (보도자료) 전북도 도민 금융교육을 적극 지원하겠습니다_F, 241002_1100 (보도자료) 전북도 도민 금융교육을 적극 지원하겠습니다_F, 241002_1100 (보도자료) 전북도 도민 금융교육을 적극 지원하겠습니다_F, 241002_1100 (보도자료) 전북도 도민 금융교육을 적극 지원하겠습니다_F",1,0.7557142376899719,0.2666666666666666,0.8589324
43,전기자동차 배터리 교체 비용 전액 보상을 받으려면 어떤 약관에 가입해야 합니까?,"전기자동차 배터리 교체 비용 전액 보상을 받기 위해서는 ""전기자동차 배터리 교체비용 전액보상 특별약관""에 별도 가입해야 합니다. 일반 약관에서는 감가상각 금액이 공제됩니다​.",241002 주요 민원사례로 알아보는 소비자 유의사항_자동차보험 특별약관편_F.pdf,"전기자동차 배터리 교체비용 전액 보상을 받으려면 ""전기자동차 배터리 교체비용 전액보상 특별약관""에 별도로 가입해야 합니다.","241002 주요 민원사례로 알아보는 소비자 유의사항_자동차보험 특별약관편_F, 241002 주요 민원사례로 알아보는 소비자 유의사항_자동차보험 특별약관편_F, 241002 주요 민원사례로 알아보는 소비자 유의사항_자동차보험 특별약관편_F, 241002 주요 민원사례로 알아보는 소비자 유의사항_자동차보험 특별약관편_F, 241002 주요 민원사례로 알아보는 소비자 유의사항_자동차보험 특별약관편_F",1,0.9229381084442139,0.625,0.9718057
44,START 포털을 통해 인허가 사전협의를 신청한 경우 평균 면담 일정 소요 기간은 얼마나 됩니까?,START 포털을 통해 접수된 인허가 사전협의는 평균적으로 접수 후 약 26일 이내에 면담이 이루어집니다​.,241002 조간 (보도자료) 「START 포털」 운영.pdf,면담 일정 소요 기간에 대한 구체적인 정보는 제공되지 않았습니다.,"241002 조간 (보도자료) 「START 포털」 운영, 241002 조간 (보도자료) 「START 포털」 운영, 241002 조간 (보도자료) 「START 포털」 운영, 241002 조간 (보도자료) 「START 포털」 운영, 241002 조간 (보도자료) 「START 포털」 운영",1,0.7141065001487732,0.0,0.27891678
45,2024년 보험회사의 해약환급금 준비금 제도 개선의 주요 내용은 무엇입니까?,"자본건전성 조건을 충족하는 보험사에 대해 준비금 적립 비율을 기존 대비 80% 수준으로 조정하여 배당가능이익을 확대하며, 지급여력 비율 200% 이상인 보험사부터 우선 적용할 예정입니다.",241002 자본건전성이 충분한 보험회사의 배당가능이익이 종전(IFRS4) 수준으로 확대.pdf,2024년 보험회사의 해약환급금 준비금 제도 개선의 주요 내용은 일정 자본건전성 조건을 충족하는 보험회사에 대해 해약환급금 준비금 적립비율을 조정하여 종전 회계기준(IFRS4) 적용 시와 유사한 배당가능이익을 확보할 수 있도록 하는 것이다.,"241002 자본건전성이 충분한 보험회사의 배당가능이익이 종전(IFRS4) 수준으로 확대, 241002 자본건전성이 충분한 보험회사의 배당가능이익이 종전(IFRS4) 수준으로 확대, (금융위)240930[별첨] 해약환급금준비금 제도개선방안, (금융위)240930[별첨] 해약환급금준비금 제도개선방안, (별첨1)보험개혁회의 운영방향",1,0.7893886566162109,0.27999999999999997,0.6948475
46,보험사의 내부통제 강화를 위해 추진된 주요 방안은 무엇입니까?,"상품위원회의 운영 강화, 계리법인 외부검증 절차 개선, 합리적 보장한도 심의 기준 마련 등이 포함됩니다. 이를 통해 보험상품 개발 및 판매의 모든 과정을 총괄하도록 합니다.",241002 보험산업의 건전경쟁을 확립하고 내부통제를 강화해 나가겠습니다.pdf,"보험사의 내부통제 강화를 위해 추진된 주요 방안은 금융사고 예방지침 제정, 내부통제 및 외부검증 절차 강화, 그리고 보험사기 예방을 위한 내부통제규율 명시화입니다.","(별첨1)보험개혁회의 운영방향, 241002 [별첨2] 보험사 내부통제 강화방안, 241002 보험산업의 건전경쟁을 확립하고 내부통제를 강화해 나가겠습니다, 241002 [별첨2] 보험사 내부통제 강화방안, 241002 [별첨2] 보험사 내부통제 강화방안",1,0.7504736185073853,0.1818181818181818,0.66587996
47,보험 가입자가 통지의무를 이행하지 않을 경우 어떤 불이익이 있을 수 있습니까?,"통지의무를 이행하지 않으면 보험 계약이 해지되거나, 보험금이 삭감 지급 또는 부지급되는 불이익이 발생할 수 있습니다​.",240930[금융꿀팁] 보험 가입 후 알릴의무(통지의무) 관련 유익정보 및 유의사항 안내.pdf,"보험 가입자가 통지의무를 이행하지 않을 경우 보험계약이 해지되거나, 보험금이 삭감지급 또는 부지급되는 불이익이 있을 수 있습니다.","240930[금융꿀팁] 보험 가입 후 알릴의무(통지의무) 관련 유익정보 및 유의사항 안내, 240930[금융꿀팁] 보험 가입 후 알릴의무(통지의무) 관련 유익정보 및 유의사항 안내, 240926 24년 2분기 주요 민원 분쟁사례 및 분쟁판단기준 공개, 240930[금융꿀팁] 보험 가입 후 알릴의무(통지의무) 관련 유익정보 및 유의사항 안내, 241024 24.10.25일부터 창구 방문 없는실손보험 청구 전산화 순차 시행",1,0.9355722665786743,0.5806451612903225,0.9513116
48,"여신거래 안심차단 서비스는 어떤 목적으로 제공되며, 주요 가입 연령대는 누구입니까?","여신거래 안심차단 서비스는 보이스피싱 등 피해를 예방하기 위해 제공되며, 주요 가입 연령대는 60대 이상으로 전체 가입자의 약 62%를 차지합니다.",240930 조간 (보도자료) 여신거래 안심차단 시행(8.23.) 이후.pdf,"여신거래 안심차단 서비스는 이용자가 본인도 모르는 사이 실행된 대출 등으로 인한 금전피해를 방지하기 위해 제공되며, 주요 가입 연령대는 60대 이상 고령층이 전체 가입자의 62%를 차지하고 있습니다.","240930 조간 (보도자료) 여신거래 안심차단 시행(8.23.) 이후, 240930 조간 (보도자료) 여신거래 안심차단 시행(8.23.) 이후, ★(보도자료)나도 모르게 실행된 대출 이제는 사전에 차단할 수 있습니다_f, 240930 조간 (보도자료) 여신거래 안심차단 시행(8.23.) 이후, 240930 조간 (보도자료) 여신거래 안심차단 시행(8.23.) 이후",1,0.8859969973564148,0.5333333333333333,0.8005259
49,마이데이터 2.0에서 청소년의 이용 편의성을 개선하기 위해 어떤 변경이 이루어졌습니까?,"청소년의 마이데이터 이용 연령이 기존 19세 이상에서 14세 이상으로 변경되었습니다. 다만, 정보 활용 제한 규정은 유지됩니다.",240930 조간 (보도자료) 「마이데이터 2.0」 시행을 위한 제도적 기반을 마련하겠습니다.pdf,"마이데이터 2.0에서는 법정대리인의 동의가 필요한 연령을 14세 미만으로 변경하고, 19세 미만 청소년의 정보 활용을 제한하는 규정을 유지하여 청소년의 이용 편의성을 개선하였습니다.","240930 조간 (보도자료) 「마이데이터 2.0」 시행을 위한 제도적 기반을 마련하겠습니다, 240930 조간 (보도자료) 「마이데이터 2.0」 시행을 위한 제도적 기반을 마련하겠습니다, 240930 조간 (보도자료) 「마이데이터 2.0」 시행을 위한 제도적 기반을 마련하겠습니다, 240930 조간 (보도자료) 「마이데이터 2.0」 시행을 위한 제도적 기반을 마련하겠습니다, 240930 조간 (보도자료) 「마이데이터 2.0」 시행을 위한 제도적 기반을 마련하겠습니다",1,0.7929428815841675,0.33333333333333326,0.89729017
50,수능 이후 고3 학생들을 위한 금융교육의 주요 내용은 무엇입니까?,"주요 내용으로는 신용관리, 금융사기 예방, 재무관리 방법, 금융꿀팁 등이 포함되며, 가상자산 투자사기 및 청소년 불법도박 예방 등도 다룹니다.",240930 고3 학생들에게 꼭 필요한 금융사기 예방법 및 금융꿀팁.pdf,"수능 이후 고3 학생들을 위한 금융교육의 주요 내용은 신용관리, 금융사기 예방, 재무관리 방법, 금융 꿀팁 등으로 구성되어 있습니다.","240930 고3 학생들에게 꼭 필요한 금융사기 예방법 및 금융꿀팁, 240930 고3 학생들에게 꼭 필요한 금융사기 예방법 및 금융꿀팁, 240930 고3 학생들에게 꼭 필요한 금융사기 예방법 및 금융꿀팁, 240930 고3 학생들에게 꼭 필요한 금융사기 예방법 및 금융꿀팁, 241002_1100 (보도자료) 전북도 도민 금융교육을 적극 지원하겠습니다_F",1,0.814189076423645,0.3333333333333333,0.6460228
51,이 문서에서 '온라인 대출 갈아타기 서비스'가 새롭게 추가된 대상은 무엇인가요?,이 문서에서는 2024년 9월 30일부터 실시간 시세 조회가 가능한 주거용 오피스텔과 빌라(연립·다세대)가 '온라인 대출 갈아타기 서비스'의 새로운 대상에 포함되었다고 설명하고 있습니다.,240927 실시간 시세 조회가 가능한 주거용 오피스텔 및 빌라 담보대출도 갈아타기.pdf,'온라인 대출 갈아타기 서비스'가 새롭게 추가된 대상은 청년·서민이 주로 거주하는 주거용 오피스텔 및 빌라 담보대출입니다.,"240906 온라인 대부중개사이트 이용중 불법사금융 피해 발생시 적극 신고, 240927 실시간 시세 조회가 가능한 주거용 오피스텔 및 빌라 담보대출도 갈아타기, 240731 주요 대출비교플랫폼이 대환대출 상품 중개수수료율을 투명하게 공시합니다, 240927 실시간 시세 조회가 가능한 주거용 오피스텔 및 빌라 담보대출도 갈아타기, 240920 민생금융 지원을 위한 개인사업자 대출상품 비교공시 추진",1,0.801504373550415,0.2222222222222222,0.72632694
52,문서에서 '공매도 통합 가이드라인'의 주요 목적은 무엇인가요?,이 문서에서는 '공매도 통합 가이드라인'의 주요 목적이 투자자가 공매도 불법 여부를 스스로 검증하고 예방·통제할 수 있도록 하기 위한 것이라고 명시하고 있습니다.,240926 투자자에게 공매도 통합가이드라인을 제시.pdf,'공매도 통합 가이드라인'의 주요 목적은 무차입공매도 등 불법적인 거래주문 제출을 사전에 방지하는 것입니다.,"240926 투자자에게 공매도 통합가이드라인을 제시, 240926 투자자에게 공매도 통합가이드라인을 제시, 240821 「공매도 내부통제 및 기관내 잔고관리 시스템 가이드라인」 행정지도 시행, 240821 「공매도 내부통제 및 기관내 잔고관리 시스템 가이드라인」 행정지도 시행, 240821 「공매도 내부통제 및 기관내 잔고관리 시스템 가이드라인」 행정지도 시행",1,0.8113690614700317,0.23529411764705882,0.79970896
53,문서에서 채권자 변동정보 조회 시스템의 주요 개선 사항은 무엇인가요?,"문서에 따르면 주요 개선 사항은 (1) 조회 가능한 정보의 범위를 확대하여 신용카드 거래대금, 현금서비스, 개인사업자 대출 등도 포함하고, (2) 채권 변동 정보를 5영업일 이내에 업데이트하도록 변경한 것입니다​.","240926 채권자 변동내역, 소멸시효 완성 여부 등을 확인하고 불법 채권추심에 대응.pdf","채권자 변동정보 조회 시스템의 주요 개선 사항은 소비자가 대출, 카드론 외에도 신용카드 거래대금과 현금서비스에 대한 정보를 조회할 수 있게 되었고, 채권자 변동 정보를 5영업일 이내에 확인할 수 있도록 업데이트된 점입니다.","240926 채권자 변동내역, 소멸시효 완성 여부 등을 확인하고 불법 채권추심에 대응, 240926 채권자 변동내역, 소멸시효 완성 여부 등을 확인하고 불법 채권추심에 대응, 240926 채권자 변동내역, 소멸시효 완성 여부 등을 확인하고 불법 채권추심에 대응, 240926 채권자 변동내역, 소멸시효 완성 여부 등을 확인하고 불법 채권추심에 대응, 240926 채권자 변동내역, 소멸시효 완성 여부 등을 확인하고 불법 채권추심에 대응",1,0.8290576338768005,0.3333333333333333,0.8044959
54,이 문서에서 온라인 대부중개사이트 점검의 주요 내용은 무엇인가요?,"주요 점검 내용은 개인정보 유출, 불법사금융업체 광고 대행, 허위·과장광고 등의 위법 행위 여부를 확인하는 것입니다​.","240926 경기도, 경기남부 북부경찰청과 온라인 대부중개플랫폼 합동점검 실시.pdf","온라인 대부중개사이트 점검의 주요 내용은 개인정보 유출, 불법사금융업체 광고 대행, 허위·과장광고 등을 집중적으로 단속하고, 적발된 위법행위에 대해 영업정지 및 수사의뢰 등의 엄중 조치를 취하는 것입니다.","240926 경기도, 경기남부 북부경찰청과 온라인 대부중개플랫폼 합동점검 실시, 240926 경기도, 경기남부 북부경찰청과 온라인 대부중개플랫폼 합동점검 실시, 240926 경기도, 경기남부 북부경찰청과 온라인 대부중개플랫폼 합동점검 실시, 240926 경기도, 경기남부 북부경찰청과 온라인 대부중개플랫폼 합동점검 실시, 240906 온라인 대부중개사이트 이용중 불법사금융 피해 발생시 적극 신고",1,0.8888822793960571,0.45,0.7663344
55,문서에서 설립된 디지털자산보호재단의 주요 역할은 무엇인가요?,디지털자산보호재단의 주요 역할은 영업을 종료한 가상자산거래소로부터 이용자의 자산을 이전받아 안전하게 보관하고 이를 이용자에게 반환하는 것입니다​.,240925영업을 종료한 가상자산거래소의 이용자 자산을 차질없이 반환.pdf,"디지털자산보호재단의 주요 역할은 이용자 자산의 보호 및 관리, 관련 분쟁 대응, 그리고 가상자산사업자의 영업 종료 시 이용자 자산 이전을 지원하는 것입니다.","240909 (보도자료) 정부, 추석 연휴 기간 보이스피싱 대응체계 점검, 240925영업을 종료한 가상자산거래소의 이용자 자산을 차질없이 반환, 240925영업을 종료한 가상자산거래소의 이용자 자산을 차질없이 반환, 240717(보도자료) 내일(7.19일)부터 가상자산이용자보호법이 시행됩니다., 240925영업을 종료한 가상자산거래소의 이용자 자산을 차질없이 반환",1,0.8381143808364868,0.17142857142857143,0.88605297
56,문서에서 GA업계의 정착지원금 관련 내부통제 부족 사례는 무엇인가요?,"문서에서는 정착지원금 지급 대상 선정 기준이 없거나, 본사 차원의 통제 없이 지점별로 운영된 사례가 내부통제 부족의 주요 사례로 제시되었습니다.",240924 GA업계의 건전한 설계사 스카우트 문화 정착을 지속 유도하겠습니다.pdf,GA업계의 정착지원금 관련 내부통제 부족 사례로는 지역본부장이 회사 내규에서 정한 기준을 초과하여 정착지원금을 지급하였음에도 해당 GA가 별다른 조치를 취하지 않은 경우가 있습니다.,"240924 GA업계의 건전한 설계사 스카우트 문화 정착을 지속 유도하겠습니다, (별첨2)보험업 대국민 신뢰도 제고방안, 240924 GA업계의 건전한 설계사 스카우트 문화 정착을 지속 유도하겠습니다, 241101 경영인정기보험 관련 불건전 영업행위를 지속 점검하겠습니다, 240924 GA업계의 건전한 설계사 스카우트 문화 정착을 지속 유도하겠습니다",1,0.767379641532898,0.0975609756097561,0.840779
57,문서에서 디지털 감사기술 도입의 주요 추진 과제는 무엇인가요?,"주요 추진 과제는 디지털 감사기술 활용 근거 및 품질관리 절차 명확화, 표준감사시간 반영 검토, 회계법인 간 격차 완화 및 전문인력 양성, 감사 데이터 표준화 등이 포함됩니다.",240924 (보도자료) 조간_디지털 감사기술 도입 지원 TF 운영결과 및 향후 계획.pdf,"디지털 감사기술 도입의 주요 추진 과제는 디지털 감사 활용 근거 및 품질관리 절차 명확화, 표준감사시간 반영 여부 결정, 회계법인 간 격차 완화 및 전문인력 양성이다.","240924 (보도자료) 조간_디지털 감사기술 도입 지원 TF 운영결과 및 향후 계획, 240924 (보도자료) 조간_디지털 감사기술 도입 지원 TF 운영결과 및 향후 계획, 240924 (보도자료) 조간_디지털 감사기술 도입 지원 TF 운영결과 및 향후 계획, [별첨] 금융분야 망분리 규제 개선 로드맵, 240924 (보도자료) 조간_디지털 감사기술 도입 지원 TF 운영결과 및 향후 계획",1,0.9196957945823669,0.7916666666666667,0.9635506
58,문서에서 5대 금융지주와 삼성전자가 중소기업을 위해 제공하는 지원 규모는 얼마인가요?,5대 금융지주와 삼성전자는 중소기업의 저탄소 전환 투자 등을 위해 총 2조 원 규모의 대출을 저금리로 제공하기로 하였습니다​.,240923 5대 금융지주 삼성전자 공동 중소기업 지원 위한 업무협약 체결.pdf,"5대 금융지주는 중소기업을 위해 총 2조원 규모의 저금리 대출을 제공하며, 이 중 삼성전자의 예치금이 1조원 포함되어 있습니다.","240923 5대 금융지주 삼성전자 공동 중소기업 지원 위한 업무협약 체결, 240807 (경장) 위메프 티몬 사태 추가 대응방안 및 제도개선방향, 240807 (경장) 위메프 티몬 사태 추가 대응방안 및 제도개선방향, 240909 (보도자료) 인터파크쇼핑 AK몰 정산지연 피해판매자 지원방안 시행, 240807 (경장) 위메프 티몬 사태 추가 대응방안 및 제도개선방향",1,0.8507949113845825,0.29411764705882354,0.91558856
59,이 문서에서 한국 정부가 미국의 금리 인하에 대응하기 위해 실시한 주요 조치는 무엇인가요?,"주요 조치는 관계기관 합동 24시간 모니터링 체계를 지속 운영하고, 가계부채·부동산 시장·PF 등의 리스크 관리를 강화하며, 상황별 대응 계획을 마련하는 것입니다.",240919 美 통화정책 전환에 대응해 긴밀한 관계기관 공조 하에 리스크 관리 철저.pdf,"한국 정부는 미국의 금리 인하에 대응하기 위해 관계기관 합동으로 24시간 모니터링 체계를 지속하고, 필요시 상황별 대응계획을 시행하는 등의 조치를 실시하였다.","240919 美 통화정책 전환에 대응해 긴밀한 관계기관 공조 하에 리스크 관리 철저, 240919 美 통화정책 전환에 대응해 긴밀한 관계기관 공조 하에 리스크 관리 철저, 240801(보도자료) 금융시장 안정을 위해 관계기관 공조 강화, 240801(보도자료) 금융시장 안정을 위해 관계기관 공조 강화, 241111 (보도참고) 배포시_금감원 금융상황 점검회의 개최",1,0.8108131289482117,0.3,0.7102395
